8.196897929427103691e+02,4.762426514726814730e+02
8.247540482516969860e+02,4.817664575059889671e+02
8.232804755556763894e+02,4.663590920717967379e+02
8.122777107148517644e+02,4.679296761318231574e+02
8.151995903151149605e+02,4.867123543653445950e+02
8.178356300748183685e+02,4.882760575581757507e+02
8.351645823033055649e+02,4.696609494985514743e+02
8.309842977994265993e+02,4.623258611380280740e+02
8.216551648604136062e+02,4.595596540070966967e+02
8.116524442333858360e+02,4.883230674280148946e+02
8.060118088507614402e+02,4.710285137385067173e+02
8.392724348114511486e+02,4.786346321331919853e+02
8.103428832320295214e+02,4.632198036246749666e+02
8.055155781877803065e+02,4.815330595790823622e+02
8.408515730484959931e+02,4.768003206658843283e+02
8.041080944321299739e+02,4.664183488499508599e+02
8.410883535523344108e+02,4.657745592774763850e+02
8.299883356579333622e+02,4.950520718792283219e+02
8.066763960844456278e+02,4.900701340620385054e+02
8.005133120756596554e+02,4.775989745247618998e+02
8.415159414269276112e+02,4.878046847253677356e+02
7.987613524216068299e+02,4.694268227124973691e+02
8.305972470004428487e+02,4.522987280419891363e+02
8.128028113577469185e+02,4.526839866568145112e+02
7.963446300176590285e+02,4.695937877869080808e+02
8.498283802335992050e+02,4.789432506976192485e+02
8.468067053974341434e+02,4.889230245042810452e+02
8.007030595717875485e+02,4.953595409828724883e+02
8.389903264569171597e+02,4.496742644665142166e+02
7.921834472700197693e+02,4.823676738588555395e+02
8.503529138250063397e+02,4.610512597151503655e+02
8.532293167532269536e+02,4.823659284729985188e+02
8.540342086228918106e+02,4.717966433882257320e+02
8.212465739546166787e+02,4.430581728135439334e+02
8.092240261591155104e+02,5.057961335837546812e+02
7.991149207801660168e+02,4.997684283821914164e+02
8.218066505925413594e+02,5.092654286853223198e+02
7.888858392102820289e+02,4.853774318205383906e+02
8.150803144324795539e+02,4.410263977015890760e+02
8.507872772617355395e+02,4.544503011525849843e+02
8.343543493133888660e+02,5.086804245647912239e+02
8.526977086215354120e+02,4.570231749994102302e+02
8.188638356285772488e+02,5.109553789885520132e+02
8.044120809760474913e+02,4.437312161470070464e+02
7.928901809200199295e+02,4.525928440410296503e+02
8.048780144063028956e+02,5.089352034229306128e+02
8.489899411922745003e+02,5.034462213132679835e+02
8.546537128859067707e+02,4.969742561866860910e+02
7.902435424313816839e+02,4.977944808181895837e+02
7.971712586831228009e+02,4.450555830563698692e+02
7.893336497089181876e+02,4.533255365377956991e+02
8.485591647892963465e+02,4.446962199284630515e+02
8.628491593176780725e+02,4.754176497624544595e+02
7.948144543062550156e+02,5.052831393410302212e+02
8.356908141391528488e+02,5.149034570848858721e+02
8.317851920099634526e+02,5.162133572410160696e+02
7.855078631052106175e+02,4.959926757178558319e+02
8.425184207927640045e+02,4.377991281202434379e+02
8.462808857830950728e+02,5.112255877476478076e+02
8.082789702753065058e+02,4.348442168784270621e+02
8.646593406821514236e+02,4.666723679102621531e+02
7.809462246323942054e+02,4.598640428967736966e+02
8.003695797872146613e+02,5.143178629220703897e+02
7.865322997725315872e+02,5.027104863485334931e+02
8.123164679921787865e+02,4.308211064849958234e+02
8.237779143127286261e+02,4.296877799581675959e+02
7.767842536857721143e+02,4.807880098286262864e+02
8.342895793175648578e+02,4.296493787790982424e+02
7.901349923737274139e+02,4.401976135633162244e+02
7.968895136401525860e+02,4.347247371674611713e+02
8.142121200579269953e+02,5.228352664543516539e+02
8.182221981283038303e+02,4.275291383243518908e+02
7.829387213610355047e+02,5.033854181067799232e+02
8.655751512780689154e+02,4.531800911656417838e+02
7.740666954211110351e+02,4.819278370238825460e+02
7.733720031461924691e+02,4.705246717999166890e+02
8.718431538735947015e+02,4.746621700228233180e+02
