9.479947868336423653e+02,2.074577651102365472e+00
9.551436946628795113e+02,4.322294665602579578e+00
9.461569634490208500e+02,-8.279173034751112326e+00
9.374173376933907775e+02,-1.412841402531418877e+00
9.493471987468756197e+02,1.338596926816028976e+01
9.524119470838240886e+02,1.342047899402323985e+01
9.580981418831640894e+02,-1.136826889917693961e+01
9.508080338452188016e+02,-1.562651085861771350e+01
9.413469071944325606e+02,-1.335237238816932148e+01
9.470823708584922542e+02,1.655570057087094327e+01
9.335435098517415327e+02,4.405902322386328507e+00
9.661456153535049225e+02,-5.655160900890154885e+00
9.333850896437554638e+02,-4.522090843809298377e+00
9.383711476254596846e+02,1.374858083089810812e+01
9.665947320242380556e+02,-8.033536469815945935e+00
9.295880990430447355e+02,1.367403643462273166e+00
9.612816201015258457e+02,-1.769761019148423031e+01
9.663243900161314741e+02,1.320471355593184981e+01
9.436487100210002836e+02,2.055860829618302432e+01
9.320715207946419696e+02,1.284614342944615828e+01
9.726773062886867365e+02,1.161011045607338588e+00
9.264648106855055403e+02,6.647899353561827596e+00
9.454546262605299489e+02,-2.411380923200297843e+01
9.302418758363796769e+02,-1.487462157426713460e+01
9.244560908917042070e+02,8.001955963828359941e+00
9.754388981896819359e+02,-1.067094830672123962e+01
9.778174937964836317e+02,-5.186733406385437561e-01
9.411244937353599198e+02,2.812741974917408072e+01
9.514074734323278335e+02,-3.058645956790901010e+01
9.272465356959997962e+02,2.114353216428943227e+01
9.669385407543659312e+02,-2.642348461923710801e+01
9.800962253002471698e+02,-9.409839053005788045e+00
9.755034111824859338e+02,-1.896304252643529509e+01
9.327346094329873267e+02,-2.743406814463563137e+01
9.537247762207020969e+02,3.289839637757270197e+01
9.419560926985529932e+02,3.273924325899557886e+01
9.663544956786123521e+02,2.960467013684038307e+01
9.258979311254274762e+02,2.539960166745688142e+01
9.263793097137926225e+02,-2.610702930605164340e+01
9.640109846048976578e+02,-3.235566301604741568e+01
9.769249074803703934e+02,2.281840700080935846e+01
9.669525997647563145e+02,-3.108431410112505944e+01
9.646525246267390230e+02,3.254054930296803860e+01
9.184969596888028036e+02,-1.842615657001750762e+01
9.129568683935921172e+02,-4.987778011800855005e+00
9.515332316183199737e+02,3.779111646629425536e+01
9.869761137606647026e+02,1.096215609107695776e+01
9.886404843537051192e+02,2.524471993748736320e+00
9.332877730265943228e+02,3.547018757505991715e+01
9.128910167157109754e+02,-1.365574164353856190e+01
9.102444889978100946e+02,-2.573497463957355791e+00
9.572003301280274172e+02,-3.968516308858267649e+01
9.849471883511503165e+02,-2.023980237164157359e+01
9.409929252086410543e+02,3.966588438144058415e+01
9.811964190516914641e+02,2.753714209326044227e+01
9.784706909408376987e+02,3.062585200206457614e+01
9.282860944661057374e+02,3.628035538327128506e+01
9.485187319996808810e+02,-4.263309751467508590e+01
9.885241138501453406e+02,1.905296686956686258e+01
9.173970149695263672e+02,-2.805536788076366150e+01
9.821375711719163064e+02,-2.871699309455943805e+01
9.062554131001163569e+02,7.284912058026235648e+00
9.503239270606492255e+02,4.470751643196063441e+01
9.325350906361749139e+02,4.158360737631621618e+01
9.188790238690777414e+02,-3.355904434955558457e+01
9.282345898319445041e+02,-4.027637762174818903e+01
9.131240777080230373e+02,2.748282880282636143e+01
9.373158625227787297e+02,-4.557043675809730843e+01
9.043680708440888338e+02,-1.434006966544937356e+01
9.074767774597168000e+02,-2.245868264802516734e+01
9.665708669159261035e+02,4.515364356297449433e+01
9.223443756495272510e+02,-3.936473464866413252e+01
9.297617298269124149e+02,4.396642262293256920e+01
9.761779042930393189e+02,-4.085629338303715485e+01
9.113418007993564061e+02,2.982970288928837732e+01
9.050333840245833699e+02,2.030506891849148587e+01
9.923556562703720374e+02,-2.539511912221231782e+01
